database,api,permit,longitude,latitude,surface_interval_id,depth,uncor_bht,harrison_correction,bhtcorrected_temp,surface_temp,harrison_gradient,reference_data_set,state,k_source,k_section,resistance,k,q_calculated,quality,basement_depth,correction,bht_well,well_ave_hf,file_number,operation_name,drilling_start,drilling_complete,tsc,state_plane_meter_x_coordinate,state_plane_meter_y_coordinate,company_name,well_type,well_status,field_name,formation,elevation_measured,elevation_ft,elevation_m,county_name,surface_id,bottom_id,,,
SMU-Google BHT Heat Flow,,,-94.4362,29.4738,Offshore-BHT-000136-c,2778.7,81.7,16.1,97.8,23.33,26.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,50,BHT-C,,Harrison,3,53,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.3932,29.5321,Offshore-BHT-000137-a,2539.3,76.7,14.8,91.5,23.26,27.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.86,50,BHT-C,,Harrison,2,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.3932,29.5321,Offshore-BHT-000137-b,2416.8,75.6,13.9,89.5,23.26,27.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.86,52,BHT-C,,Harrison,2,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.3765,29.1086,Offshore-BHT-000138-a,3051.2,96.7,17.4,114.1,23.33,29.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,55,BHT-C,,Harrison,3,43,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.3765,29.1086,Offshore-BHT-000138-b,2545.7,76.1,14.8,90.9,23.33,26.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,49,BHT-C,,Harrison,3,43,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.3765,29.1086,Offshore-BHT-000138-c,708.5,37.2,-4.7,32.5,23.33,13.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,25,BHT-C,,Harrison,3,43,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.3723,29.2752,Offshore-BHT-000139-a,3664,108.9,18.9,127.8,23.33,28.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,53,BHT-C,,Harrison,2,48,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.3723,29.2752,Offshore-BHT-000139-b,2129.9,61.1,11.8,72.9,23.33,23.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,43,BHT-C,,Harrison,2,48,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.3024,29.4363,Offshore-BHT-000140-a,2464.6,70,14.3,84.3,23.21,24.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,46,BHT-C,,Harrison,2,42,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.3024,29.4363,Offshore-BHT-000140-b,954.9,43.3,-1.2,42.1,23.21,20,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,37,BHT-C,,Harrison,2,42,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.2015,29.4849,Offshore-BHT-000141-a,3046.6,77.2,17.4,94.6,23.07,23.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,43,BHT-C,,Harrison,3,34,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.2015,29.4849,Offshore-BHT-000141-b,2742.1,70,15.9,85.9,23.07,23,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,43,BHT-C,,Harrison,3,34,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.2015,29.4849,Offshore-BHT-000141-c,819.2,33.3,-3.1,30.2,23.07,8.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,16,BHT-C,,Harrison,3,34,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.1904,29.6002,Offshore-BHT-000142-a,2639.6,75.6,15.4,91,22.97,25.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,48,BHT-C,,Harrison,1,48,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.1362,28.31,Offshore-BHT-000143-a,908.8,44.4,-1.8,42.6,23.05,20.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.8,37,BHT-C,,Harrison,2,37,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.1362,28.31,Offshore-BHT-000143-b,865.9,43.9,-2.5,41.4,23.05,20.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.8,36,BHT-C,,Harrison,2,37,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.1348,29.2307,Offshore-BHT-000144-a,3930.2,135.6,19.1,154.7,23.14,33.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,61,BHT-C,,Harrison,3,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.1348,29.2307,Offshore-BHT-000144-b,2388.7,77.8,13.7,91.5,23.14,28.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,53,BHT-C,,Harrison,3,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.1348,29.2307,Offshore-BHT-000144-c,919.2,45.6,-1.7,43.9,23.14,22.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,42,BHT-C,,Harrison,3,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.1276,29.6638,Offshore-BHT-000145-a,2498.8,72.2,14.5,86.7,22.84,25.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.86,48,BHT-C,,Harrison,2,43,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.1276,29.6638,Offshore-BHT-000145-b,876.5,42.2,-2.3,39.9,22.84,19.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.86,37,BHT-C,,Harrison,2,43,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.1265,29.428,Offshore-BHT-000146-a,2741.2,72.8,15.9,88.7,23.04,24,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,44,BHT-C,,Harrison,2,35,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.1265,29.428,Offshore-BHT-000146-b,609.5,37.8,-6.2,31.6,23.04,14,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,26,BHT-C,,Harrison,2,35,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.1223,29.6209,Offshore-BHT-000147-a,2530.5,75.6,14.7,90.3,22.88,26.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,50,BHT-C,,Harrison,1,50,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.1071,29.5294,Offshore-BHT-000148-a,3660.1,108.9,18.9,127.8,22.95,28.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,53,BHT-C,,Harrison,2,50,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.1071,29.5294,Offshore-BHT-000148-b,3051.8,82.2,17.4,99.6,22.95,25.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,47,BHT-C,,Harrison,2,50,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.089,29.271,Offshore-BHT-000149-a,2768.6,87.8,16.1,103.9,23.1,29.2,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,53,BHT-C,,Harrison,1,53,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.0862,28.8169,Offshore-BHT-000150-a,3663.1,100,18.9,118.9,23.12,26.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.81,47,BHT-C,,Harrison,1,47,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.0681,29.1377,Offshore-BHT-000151-a,3575.6,117.8,18.8,136.6,23.12,31.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,58,BHT-C,,Harrison,3,50,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.0681,29.1377,Offshore-BHT-000151-b,2625.9,77.8,15.3,93.1,23.12,26.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,49,BHT-C,,Harrison,3,50,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.0681,29.1377,Offshore-BHT-000151-c,1521.3,51.7,5.9,57.6,23.12,22.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,42,BHT-C,,Harrison,3,50,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.0376,29.5266,Offshore-BHT-000152-a,3839,110.6,19.1,129.7,22.89,27.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,52,BHT-C,,Harrison,3,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.0376,29.5266,Offshore-BHT-000152-b,3514.9,103.3,18.7,122,22.89,28.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,52,BHT-C,,Harrison,3,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.0376,29.5266,Offshore-BHT-000152-c,2898.2,81.7,16.7,98.4,22.89,26.2,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,48,BHT-C,,Harrison,3,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.0071,28.7141,Offshore-BHT-000153-a,2180.5,67.8,12.2,80,23.08,25.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.81,47,BHT-C,,Harrison,1,47,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.9806,29.6256,Offshore-BHT-000154-a,2686,72.2,15.6,87.8,22.76,24.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,45,BHT-C,,Harrison,1,45,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.8579,29.5266,Offshore-BHT-000155-a,3731.7,115.6,19,134.6,22.78,30,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,55,BHT-C,,Harrison,2,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.8579,29.5266,Offshore-BHT-000155-b,3040.9,86.7,17.4,104.1,22.78,26.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,49,BHT-C,,Harrison,2,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.8446,29.6195,Offshore-BHT-000156-a,2685.1,72.2,15.6,87.8,22.68,24.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,45,BHT-C,,Harrison,1,45,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.8057,29.5447,Offshore-BHT-000157-a,3164.3,96.7,17.8,114.5,22.74,29.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,54,BHT-C,,Harrison,1,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.7918,29.2461,Offshore-BHT-000158-a,3572.6,121.7,18.8,140.5,22.94,32.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,60,BHT-C,,Harrison,2,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.7918,29.2461,Offshore-BHT-000158-b,2744.8,79.4,16,95.4,22.94,26.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,48,BHT-C,,Harrison,2,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.7904,29.2913,Offshore-BHT-000159-a,2781.1,88.9,16.2,105.1,22.92,29.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,54,BHT-C,,Harrison,2,46,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.7904,29.2913,Offshore-BHT-000159-b,920.7,43.3,-1.7,41.6,22.92,20.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,37,BHT-C,,Harrison,2,46,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.757,29.695,Offshore-BHT-000160-a,3822.9,101.1,19.1,120.2,22.57,25.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,47,BHT-C,,Harrison,1,47,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.7402,29.7602,Offshore-BHT-000161-a,2654.3,75.6,15.5,91.1,22.49,25.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,48,BHT-C,,Harrison,1,48,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.6384,29.3684,Offshore-BHT-000162-a,3976.2,131.1,19.1,150.2,22.83,32,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,59,BHT-C,,Harrison,2,59,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.6384,29.3684,Offshore-BHT-000162-b,3638.7,121.1,18.9,140,22.83,32.2,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,59,BHT-C,,Harrison,2,59,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.6365,29.4986,Offshore-BHT-000163-a,3966.2,125.6,19.1,144.7,22.73,30.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,56,BHT-C,,Harrison,2,56,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.6365,29.4986,Offshore-BHT-000163-b,3707.6,117.2,19,136.2,22.73,30.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,56,BHT-C,,Harrison,2,56,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.5707,29.3582,Offshore-BHT-000164-a,3659.1,110,18.9,128.9,22.82,29,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,53,BHT-C,,Harrison,1,53,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.5612,29.3605,Offshore-BHT-000165-a,3827.7,130,19.1,149.1,22.81,32.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,60,BHT-C,,Harrison,3,58,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.5612,29.3605,Offshore-BHT-000165-b,3659.1,118.9,18.9,137.8,22.81,31.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,57,BHT-C,,Harrison,3,58,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.5612,29.3605,Offshore-BHT-000165-c,3498.2,112.2,18.7,130.9,22.81,30.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,57,BHT-C,,Harrison,3,58,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.5486,29.3564,Offshore-BHT-000166-a,3613.4,117.8,18.9,136.7,22.81,31.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,58,BHT-C,,Harrison,2,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.5486,29.3564,Offshore-BHT-000166-b,3180.8,84.4,17.9,102.3,22.81,24.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,46,BHT-C,,Harrison,2,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.5338,29.6511,Offshore-BHT-000167-a,3261.9,85.6,18.1,103.7,22.58,24.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,46,BHT-C,,Harrison,3,46,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.5338,29.6511,Offshore-BHT-000167-b,3085.7,80.6,17.5,98.1,22.58,24.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,45,BHT-C,,Harrison,3,46,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.5338,29.6511,Offshore-BHT-000167-c,2790.9,77.8,16.2,94,22.58,25.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,47,BHT-C,,Harrison,3,46,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.5265,29.4488,Offshore-BHT-000168-a,3229.3,102.2,18,120.2,22.75,30.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,55,BHT-C,,Harrison,3,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.5265,29.4488,Offshore-BHT-000168-b,3071.6,103.3,17.5,120.8,22.75,31.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,58,BHT-C,,Harrison,3,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.5265,29.4488,Offshore-BHT-000168-c,2818.6,82.2,16.3,98.5,22.75,26.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,49,BHT-C,,Harrison,3,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.5178,29.1706,Offshore-BHT-000169-a,3508.2,123.3,18.7,142,22.9,33.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.82,62,BHT-C,,Harrison,2,55,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.5178,29.1706,Offshore-BHT-000169-b,2593.6,76.7,15.1,91.8,22.9,26.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.82,48,BHT-C,,Harrison,2,55,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.4633,29.7451,Offshore-BHT-000170-a,3510.7,97.8,18.7,116.5,22.48,26.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,49,BHT-C,,Harrison,3,47,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.4633,29.7451,Offshore-BHT-000170-b,3369.8,96.1,18.4,114.5,22.48,27.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,50,BHT-C,,Harrison,3,47,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.4633,29.7451,Offshore-BHT-000170-c,3205.8,79.4,18,97.4,22.48,23.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,43,BHT-C,,Harrison,3,47,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-93.4602,29.4276,Offshore-BHT-000171-a,3978.4,126.7,19.1,145.8,22.76,30.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,56,BHT-C,,Harrison,1,56,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
